Process	PID	Thread	TID	State	Wall duration (ms)	Avg Wall duration (ms)	Occurrences
kthreadd	2	mtk_wmtd	390	Sleeping	20525.57459	707.778434	29
kthreadd	2	wdtk-1	220	Sleeping	20479.90674	10239.95337	2
kthreadd	2	wdtk-2	221	Sleeping	20479.86505	10239.93252	2
kthreadd	2	wdtk-0	219	Sleeping	20479.84913	10239.92456	2
/system/bin/surfaceflinger	3534	Binder:3534_5	4093	Sleeping	19045.21478	44.81227	425
org.mozilla.firefox:tab0	12875	StreamTrans #1	13057	Sleeping	17102.35379	633.42051	27
org.mozilla.firefox:tab0	12875	Web Content	12900	Sleeping	17098.76139	7.684836	2225
org.mozilla.firefox	9901	StreamTrans #10	13063	Sleeping	15039.09813	49.963781	301
kthreadd	2	kswapd0	85	Sleeping	12730.3972	86.016197	148
org.mozilla.firefox	9901	pool-7-thread-1	9940	Sleeping	11349.07221	283.726805	40
org.mozilla.firefox:tab0	12875	StreamTrans #4	13065	Sleeping	11230.13481	1247.792757	9
kthreadd	2	ion_history	70	Sleeping	10273.55295	214.032353	48
org.mozilla.firefox:tab0	12875	Binder:12875_9	13160	Sleeping	10079.68686	82.620384	122
org.mozilla.firefox	9901	FinalizerWatchd	9916	Sleeping	10000.04408	5000.022038	2
org.mozilla.firefox:tab0	12875	StreamTrans #3	13064	Sleeping	7938.751334	610.673179	13
org.mozilla.firefox:tab0	12875	Web Content	12900	Running	7888.940431	0.642421	12280
org.mozilla.firefox:tab0	12875	Web Content	12900	Runnable	7275.83441	0.805651	9031
org.mozilla.firefox:media	13077	Binder:13077_5	13161	Sleeping	6343.552647	6.318279	1004
org.mozilla.firefox	9901	Thread-25	13116	Uninterruptible Sleep	6090.752753	11.51371	529
media.codec	672	MtkOmxVdecDecod	13103	Running	6042.804755	0.543808	11112
org.mozilla.firefox	9901	HeapTaskDaemon	9913	Sleeping	5146.717745	735.245392	7
kthreadd	2	tx_thread	1418	Running	4958.381725	0.140416	35312
media.codec	672	MtkOmxVdecDecod	13103	Runnable (Preempted)	4869.81672	0.749663	6496
org.mozilla.firefox	9901	Gecko	9931	Runnable	4665.622544	0.536278	8700
kthreadd	2	kswapd0	85	Runnable (Preempted)	4545.157127	0.591586	7683
kthreadd	2	mmcqd/0	211	Running	4452.357101	0.093364	47688
